id,name,city,country,iata_code,icao_code,latitude,longitude,altitude,timezone_offset,dst,tz,type,source,language
5557,Херингсдорф аэропорт,Херингсдорф,Германия,HDF,EDAH,53.8787002563,14.152299881,93,1,E,Europe/Berlin,airport,OurAirports,ru
5558,Хайде-Бюзум аэропорт,Бюзум,Германия,HEI,EDXB,54.153331756600004,8.90166664124,7,1,E,Europe/Berlin,airport,OurAirports,ru
5559,Аэропорт Гельголанд-Дюне,Гельголанд,Германия,HGL,EDXH,54.185279846200004,7.91583299637,8,1,E,Europe/Berlin,airport,OurAirports,ru
5560,Аэропорт Сейняйоки,Сейняйоки / Илмайоки,Финляндия,SJY,EFSI,62.692101,22.8323,302,2,E,Europe/Helsinki,airport,OurAirports,ru
5561,Ноттингем аэропорт,Ноттингем,Великобритания,NQT,EGBN,52.91999816894531,-1.0791699886322021,138,0,E,Europe/London,airport,OurAirports,ru
5562,Робин Гуд Аэропорт Донкастер Шеффилд,"Донкастер, Шеффилд",Великобритания,DSA,EGCN,53.4805378105,-1.01065635681,55,0,E,Europe/London,airport,OurAirports,ru
5563,Кэмпбелтаун аэропорт,Кэмпбелтаун,Великобритания,CAL,EGEC,55.437198638916016,-5.686389923095703,42,0,E,Europe/London,airport,OurAirports,ru
5564,Эдей аэропорт,Эдай,Великобритания,EOI,EGED,59.19060134887695,-2.7722198963165283,10,0,E,Europe/London,airport,OurAirports,ru
5565,Аэропорт Фэр-Айл,Фэр-Айл,Великобритания,FIE,EGEF,59.53580093383789,-1.628059983253479,223,0,E,Europe/London,airport,OurAirports,ru
5566,Аэропорт Норт Рональдсей,Норт Рональдсей,Великобритания,NRL,EGEN,59.3675003052,-2.43443989754,40,0,E,Europe/London,airport,OurAirports,ru
5567,Папа Вестрей: аэропорт,Папа Вестрей,Великобритания,PPW,EGEP,59.351699829100006,-2.9002799987800003,91,0,E,Europe/London,airport,OurAirports,ru
5568,Стронсей аэропорт,Стронсей,Великобритания,SOY,EGER,59.1553001404,-2.64139008522,39,0,E,Europe/London,airport,OurAirports,ru
5569,Сандей аэропорт,Сандей,Великобритания,NDY,EGES,59.250301361083984,-2.576669931411743,68,0,E,Europe/London,airport,OurAirports,ru
5570,Леруик / Аэропорт Тингволл,Леруик,Великобритания,LWK,EGET,60.192199707,-1.24361002445,43,0,E,Europe/London,airport,OurAirports,ru
5571,Вестрей аэропорт,Уэстрей,Великобритания,WRY,EGEW,59.3502998352,-2.95000004768,29,0,E,Europe/London,airport,OurAirports,ru
5572,Аэропорт Лендс-Энд,Край земли,Великобритания,LEQ,EGHC,50.102798,-5.67056,398,0,E,Europe/London,airport,OurAirports,ru
5573,Вертодром Пензанса,Пензанс,Великобритания,PZE,EGHK,50.128101,-5.51845,14,0,E,Europe/London,airport,OurAirports,ru
5574,Аэропорт Англси,Энджелси,Великобритания,VLY,EGOV,53.2481002808,-4.53533983231,37,0,E,Europe/London,airport,OurAirports,ru
5575,Аэропорт Барра,Барра,Великобритания,BRR,EGPR,57.0228,-7.44306,5,0,E,Europe/London,airport,OurAirports,ru
5577,Донегол аэропорт,Донглоу,Ирландия,CFN,EIDL,55.0442008972168,-8.340999603271484,30,0,E,Europe/Dublin,airport,OurAirports,ru
5578,Уэстон аэропорт,Лейкслип,Ирландия,\N,EIWT,53.3521995544,-6.48611021042,150,0,E,Europe/Dublin,airport,OurAirports,ru
5579,Синдал аэропорт,Синдал,Дания,CNL,EKSN,57.503502,10.2294,92,1,N,Europe/Copenhagen,airport,OurAirports,ru
5580,Лекнес аэропорт,Лекнес,Норвегия,LKN,ENLK,68.152496337891,13.609399795532,78,1,E,Europe/Oslo,airport,OurAirports,ru
5581,Аэропорт Намсус Хокнесёра,Намсус,Норвегия,OSY,ENNM,64.472198486328,11.57859992981,7,1,E,Europe/Oslo,airport,OurAirports,ru
5582,"Аэропорт Мо-и-Рана, Рёссволл",Мо и Рана,Норвегия,MQN,ENRA,66.363899230957,14.301400184631,229,1,E,Europe/Oslo,airport,OurAirports,ru
5583,"Аэропорт Рёрвик, Рюм",Рёрвик,Норвегия,RVK,ENRM,64.838302612305,11.14610004425,14,1,E,Europe/Oslo,airport,OurAirports,ru
5584,Рёст: аэропорт,Рёст,Норвегия,RET,ENRS,67.527801513672,12.103300094604,7,1,E,Europe/Oslo,airport,OurAirports,ru
5585,Аэропорт Сандане (Анда),Сандане,Норвегия,SDN,ENSD,61.830001831055,6.1058301925659,196,1,E,Europe/Oslo,airport,OurAirports,ru
5586,Согндал аэропорт,Согндал,Норвегия,SOG,ENSG,61.156101,7.13778,1633,1,E,Europe/Oslo,airport,OurAirports,ru
5587,Аэропорт Свольвер Хелле,Свольвер,Норвегия,SVJ,ENSH,68.243301391602,14.669199943542,27,1,E,Europe/Oslo,airport,OurAirports,ru
5588,Аэропорт Сёркьосен,Соркьосен,Норвегия,SOJ,ENSR,69.786796569824,20.959400177002,16,1,E,Europe/Oslo,airport,OurAirports,ru
5589,"Аэропорт Вардё, Свартнес",Вардё,Норвегия,VAW,ENSS,70.355400085449,31.044900894165,42,1,E,Europe/Oslo,airport,OurAirports,ru
5590,Вертодром Верёй,Вэрой,Норвегия,VRY,ENVR,67.654555,12.727257,12,1,E,Europe/Oslo,airport,OurAirports,ru
5591,Быдгощ Игнаций Ян Падеревский аэропорт,Быдгощ,Польша,BZG,EPBY,53.096801757799994,17.9776992798,235,1,E,Europe/Warsaw,airport,OurAirports,ru
5592,Лодзь Владислав Реймонт аэропорт,Лодзь,Польша,LCJ,EPLL,51.721900939899996,19.3980998993,604,1,E,Europe/Warsaw,airport,OurAirports,ru
5593,Оре Эстерсунд аэропорт,Эстерсунд,Швеция,OSD,ESNZ,63.194400787354,14.50030040741,1233,1,E,Europe/Stockholm,airport,OurAirports,ru
5594,Аэропорт Хагфорс,Хагфорс,Швеция,HFS,ESOH,60.02009963989258,13.578900337219238,474,1,E,Europe/Stockholm,airport,OurAirports,ru
5595,Карлстад аэропорт,Карлстад,Швеция,KSD,ESOK,59.444698333699996,13.337400436400001,352,1,E,Europe/Stockholm,airport,OurAirports,ru
5596,Аэропорт Торсби,Торсби,Швеция,TYF,ESST,60.1576004028,12.991299629199998,393,1,E,Europe/Stockholm,airport,OurAirports,ru
5597,Аэропорт Энгельхольм-Хельсингборг,Энгельхольм,Швеция,AGH,ESTA,56.29610061645508,12.847100257873535,68,1,E,Europe/Stockholm,airport,OurAirports,ru
5598,Сторуман аэропорт,Мохед,Швеция,SQO,ESUD,64.96089935302734,17.69659996032715,915,1,E,Europe/Stockholm,airport,OurAirports,ru
5599,Хемаван аэропорт,Хемаван,Швеция,HMV,ESUT,65.80609893798828,15.082799911499023,1503,1,E,Europe/Stockholm,airport,OurAirports,ru
5602,Международный аэропорт Вентспилс,Вентспилс,Латвия,VNT,EVVA,57.35779953,21.5442008972,19,2,E,Europe/Riga,airport,OurAirports,ru
5603,Рэнд аэропорт,Йоханнесбург,ЮАР,QRA,FAGM,-26.2425003052,28.1511993408,5483,2,U,Africa/Johannesburg,airport,OurAirports,ru
5604,Международный аэропорт Крюгер Мпумаланга,Мпумаланга,ЮАР,MQP,FAKN,-25.3831996918,31.1056003571,2829,2,U,Africa/Johannesburg,airport,OurAirports,ru
5605,Аэропорт Маламала,Маламала,ЮАР,AAM,FAMD,-24.818099975585938,31.544599533081055,1124,2,U,Africa/Johannesburg,airport,OurAirports,ru
5606,Международный аэропорт Ммабато,Мафекинг,ЮАР,MBD,FAMM,-25.798400878900004,25.548000335699996,4181,2,U,Africa/Johannesburg,airport,OurAirports,ru
5607,Аэропорт Ганзи,Ганзи,Ботсвана,GNZ,FBGZ,-21.6924991607666,21.658100128173828,3730,2,U,Africa/Gaborone,airport,OurAirports,ru
5608,Аэропорт Орапа,Орапа,Ботсвана,ORP,FBOR,-21.266701,25.3167,3100,2,U,Africa/Gaborone,airport,OurAirports,ru
5609,Аэропорт Шакаве,Шакаве,Ботсвана,SWX,FBSW,-18.373899459838867,21.832599639892578,3379,2,U,Africa/Gaborone,airport,OurAirports,ru
5610,Аэропорт Лимпопо Вэлли,Тули Лодж,Ботсвана,TLD,FBTL,-22.189199447599997,29.126899719199997,1772,2,U,Africa/Gaborone,airport,OurAirports,ru
5611,Аэропорт Нгот Нзунгу,Лубомо,Конго (Браззавиль),DIS,FCPL,-4.20635,12.6599,1079,1,N,Africa/Brazzaville,airport,OurAirports,ru
5612,Чипата аэропорт,Чипата,Замбия,CIP,FLCP,-13.558300018310547,32.58720016479492,3360,2,U,Africa/Lusaka,airport,OurAirports,ru
5613,Аэродром армии Лос-Аламитос,Солвези,Замбия,\N,KSLI,33.79000092,-118.052002,32,-8,U,America/Los_Angeles,airport,OurAirports,ru
5614,Аэропорт Икони,Мороний,Коморские острова,YVA,FMCN,-11.710800170899999,43.2439002991,33,3,U,Indian/Comoro,airport,OurAirports,ru
5615,Аэропорт Анцалова,Анцалова,Мадагаскар,WAQ,FMMG,-18.701273,44.614921,551,3,U,Indian/Antananarivo,airport,OurAirports,ru
5616,Анкавандра аэропорт,Анкавандра,Мадагаскар,JVA,FMMK,-18.80501,45.273467,427,3,U,Indian/Antananarivo,airport,OurAirports,ru
5617,Аэропорт Белу-сюр-Цирибихина,Белу-сюр-Цирибихина,Мадагаскар,BMD,FMML,-19.6867008209,44.541900634799994,154,3,U,Indian/Antananarivo,airport,OurAirports,ru
5618,Аэропорт Ментирано,Ментирано,Мадагаскар,MXT,FMMO,-18.049999,44.033001,95,3,U,Indian/Antananarivo,airport,OurAirports,ru
5619,Морафенобе аэропорт,Морафенобе,Мадагаскар,TVA,FMMR,-17.850083,44.920467,748,3,U,Indian/Antananarivo,airport,OurAirports,ru
5620,Тамбоорано аэропорт,Тамбоорано,Мадагаскар,WTA,FMMU,-17.47610092163086,43.972801208496094,23,3,U,Indian/Antananarivo,airport,OurAirports,ru
5621,Аэропорт Цироамандиди,Цироаномандиди,Мадагаскар,WTS,FMMX,-18.759677,46.054065,2776,3,U,Indian/Antananarivo,airport,OurAirports,ru
5622,Аэропорт Амбатондразака,Амбатондразака,Мадагаскар,WAM,FMMZ,-17.795378,48.442583,2513,3,U,Indian/Antananarivo,airport,OurAirports,ru
5623,Аэропорт Порт-Берже,Порт-Берже,Мадагаскар,WPB,FMNG,-15.584286,47.623587,213,3,U,Indian/Antananarivo,airport,OurAirports,ru
5624,Аэропорт Амбанджа,Амбанджа,Мадагаскар,\N,FMNJ,-13.645705,48.459427,36,3,U,Indian/Antananarivo,airport,OurAirports,ru
5625,Соалала аэропорт,Соалала,Мадагаскар,DWB,FMNO,-16.10169,45.358837,141,3,U,Indian/Antananarivo,airport,OurAirports,ru
5626,Мампикони аэропорт,Мампикони,Мадагаскар,WMP,FMNP,-16.0722693402,47.644164562200004,0,3,U,Indian/Antananarivo,airport,OurAirports,ru
5627,Аэропорт посадочной площадки шаттла НАСА,Царатанана,Мадагаскар,\N,KTTS,28.614999771118164,-80.69450378417969,10,-5,U,America/New_York,airport,OurAirports,ru
5628,Аэропорт Мандритсара,Мандритсара,Мадагаскар,WMA,FMNX,-15.833049,48.833284,1007,3,U,Indian/Antananarivo,airport,OurAirports,ru
5629,Аэропорт Манья,Манья,Мадагаскар,MJA,FMSJ,-21.426105,44.316509,787,3,U,Indian/Antananarivo,airport,OurAirports,ru
5630,Аэропорт Катумбела,Катумбела,Ангола,CBT,FNCT,-12.4792,13.4869,23,1,N,Africa/Luanda,airport,OurAirports,ru
5631,Аэропорт Дундо,Дундо,Ангола,DUE,FNDU,-7.400889873504639,20.818500518798828,2451,1,N,Africa/Luanda,airport,OurAirports,ru
5632,Аэропорт Нгжива Перейра,Онджива,Ангола,VPE,FNGI,-17.0435009003,15.683799743700002,3566,1,N,Africa/Luanda,airport,OurAirports,ru
5633,Аэропорт Намибе,Мокамедес,Ангола,MSZ,FNMO,-15.261199951171875,12.14680004119873,210,1,N,Africa/Luanda,airport,OurAirports,ru
5634,Аэропорт Куламуту Мабимби,Куламуту,Габон,KOU,FOGK,-1.1846100091934,12.441300392151,1070,1,N,Africa/Libreville,airport,OurAirports,ru
5635,Муилла Вилль аэропорт,Муила,Габон,MJL,FOGM,-1.845139980316162,11.056699752807617,295,1,N,Africa/Libreville,airport,OurAirports,ru
5636,Чибанга аэропорт,Чибанга,Габон,TCH,FOOT,-2.8499999046325684,11.017000198364258,269,1,N,Africa/Libreville,airport,OurAirports,ru
5637,Шимойо аэропорт,Шимойо,Мозамбик,VPY,FQCH,-19.15130043029785,33.42900085449219,2287,2,U,Africa/Maputo,airport,OurAirports,ru
5639,Сарх аэропорт,Сарх,Чад,SRH,FTTA,9.14444,18.374399,1198,1,N,Africa/Ndjamena,airport,OurAirports,ru
5640,Клуб Макокола Аэропорт,Клуб Макокола,Малави,CMK,FWCM,-14.306900024414062,35.13249969482422,1587,2,U,Africa/Blantyre,airport,OurAirports,ru
5641,Аэропорт Людериц,Людериц,Намибия,LUD,FYLZ,-26.687400817871094,15.242899894714355,457,1,S,Africa/Windhoek,airport,OurAirports,ru
5642,Аэропорт Ондангва,Ондангва,Намибия,OND,FYOA,-17.878201,15.9526,3599,1,S,Africa/Windhoek,airport,OurAirports,ru
5643,Аэропорт Ораньемунд,Ораньемунд,Намибия,OMD,FYOG,-28.5847,16.446699,14,1,S,Africa/Windhoek,airport,OurAirports,ru
5644,Свакопмунд аэропорт,Свакопмунд,Намибия,SWP,FYSM,-22.66189956665,14.568099975586,207,1,S,Africa/Windhoek,airport,OurAirports,ru
5645,Эрос аэропорт,Виндхук,Намибия,ERS,FYWE,-22.612199783325195,17.080400466918945,5575,1,S,Africa/Windhoek,airport,OurAirports,ru
5646,Бома аэропорт,Бома,Конго (Киншаса),BOA,FZAJ,-5.854000091552734,13.064000129699707,26,1,N,Africa/Kinshasa,airport,OurAirports,ru
5647,Аэропорт Тшимпи,Матади,Конго (Киншаса),MAT,FZAM,-5.799610137939453,13.440400123596191,1115,1,N,Africa/Kinshasa,airport,OurAirports,ru
5648,Аэропорт Инонго,Инонго,Конго (Киншаса),INO,FZBA,-1.947219967842102,18.28580093383789,1040,1,N,Africa/Kinshasa,airport,OurAirports,ru
5649,Ниоки аэропорт,Ниоки,Конго (Киншаса),NIO,FZBI,-2.7174999713897705,17.68470001220703,1043,1,N,Africa/Kinshasa,airport,OurAirports,ru
5650,Аэропорт Басанго Мболиаса,Кири,Конго (Киншаса),KRZ,FZBT,-1.434999942779541,19.02400016784668,1013,1,N,Africa/Kinshasa,airport,OurAirports,ru
5651,Аэропорт Басанкусу,Басанкусу,Конго (Киншаса),BSU,FZEN,1.2247200012207031,19.78890037536621,1217,1,N,Africa/Kinshasa,airport,OurAirports,ru
5652,Аэропорт Чикапа,Чикапа,Конго (Киншаса),TSH,FZUK,-6.43833,20.794701,1595,2,N,Africa/Lubumbashi,airport,OurAirports,ru
5653,Лоджа аэропорт,Лоджа,Конго (Киншаса),LJA,FZVA,-3.4170000553131104,23.450000762939453,1647,2,N,Africa/Lubumbashi,airport,OurAirports,ru
5654,Илебо аэропорт,Илебо,Конго (Киншаса),PFR,FZVS,-4.329919,20.590124,1450,2,N,Africa/Lubumbashi,airport,OurAirports,ru
5657,Аэропорт Аутер Скеррис,Внешние шхеры,Великобритания,OUK,EGOU,60.4252,-0.75,76,0,E,Europe/London,airport,OurAirports,ru
5659,Аэропорт Ла Гомера,Ла Гомера,Испания,GMZ,GCGM,28.029600143432617,-17.214599609375,716,0,E,Atlantic/Canary,airport,OurAirports,ru
5662,Международный аэропорт Шербро,Бонте,Сьерра-Леоне,BTE,GFBN,7.5324201583862305,-12.518899917602539,14,0,N,Africa/Freetown,airport,OurAirports,ru
5663,Аэропорт Бо,Бо,Сьерра-Леоне,KBS,GFBO,7.944399833679199,-11.76099967956543,328,0,N,Africa/Freetown,airport,OurAirports,ru
5664,Кенема аэропорт,Кенема,Сьерра-Леоне,KEN,GFKE,7.891290187835693,-11.176600456237793,485,0,N,Africa/Freetown,airport,OurAirports,ru
5665,Международный аэропорт Освальдо Виейра,Бисау,Гвинея-Бисау,OXB,GGOV,11.894800186157227,-15.65369987487793,129,0,N,Africa/Bissau,airport,OurAirports,ru
5669,Смара аэропорт,Смара,Западная Сахара,SMW,GMMA,26.7318,-11.6847,350,0,N,Africa/El_Aaiun,airport,OurAirports,ru
5670,Дахла аэропорт,Дахла,Западная Сахара,VIL,GMMH,23.7183,-15.932,36,0,N,Africa/El_Aaiun,airport,OurAirports,ru
5671,Аэропорт Могадор,Эссадуйра,Марокко,ESU,GMMI,31.3974990845,-9.6816701889,384,0,N,Africa/Casablanca,airport,OurAirports,ru
5672,Хасан I аэропорт,Эль-Аюн,Западная Сахара,EUN,GMML,27.151699,-13.2192,207,0,N,Africa/El_Aaiun,airport,OurAirports,ru
5673,Международный аэропорт Надор,Эль Аруи,Марокко,NDR,GMMW,34.988800048799995,-3.0282099247,574,0,N,Africa/Casablanca,airport,OurAirports,ru
5674,Международный аэропорт Прая,"Прая, остров Сантьяго",Кабо-Верде,RAI,GVNP,14.924500465393066,-23.493499755859375,230,-1,U,Atlantic/Cape_Verde,airport,OurAirports,ru
5675,Сан-Филипи: аэропорт,"Сан-Филипи, Остров Фого",Кабо-Верде,SFL,GVSF,14.8850002289,-24.4799995422,617,-1,U,Atlantic/Cape_Verde,airport,OurAirports,ru
5676,Бако аэропорт,Бако,Эфиопия,BCO,HABC,5.78287,36.562,4580,3,U,Africa/Addis_Ababa,airport,OurAirports,ru
5677,Бейка аэропорт,Бейка,Эфиопия,BEI,HABE,9.38638973236084,34.52190017700195,5410,3,U,Africa/Addis_Ababa,airport,OurAirports,ru
5678,Комбольча аэропорт,Десси,Эфиопия,DSE,HADC,11.082500457763672,39.71139907836914,6117,3,U,Africa/Addis_Ababa,airport,OurAirports,ru
5679,Дембидолло аэропорт,Дембидолло,Эфиопия,DEM,HADD,8.553999900817871,34.858001708984375,5200,3,U,Africa/Addis_Ababa,airport,OurAirports,ru
5680,Аэропорт Годе,Годе,Эфиопия,GDE,HAGO,5.93513011932,43.5786018372,834,3,U,Africa/Addis_Ababa,airport,OurAirports,ru
5681,Гор аэропорт,Гор,Эфиопия,GOR,HAGR,8.1614,35.5529,6580,3,U,Africa/Addis_Ababa,airport,OurAirports,ru
5682,Кабри Дехар аэропорт,Кабри Дехар,Эфиопия,ABK,HAKD,6.734,44.252998,1800,3,U,Africa/Addis_Ababa,airport,OurAirports,ru
5683,Аэропорт Мизан Тефери,Мизан Тефери,Эфиопия,MTF,HAMT,6.9571,35.5547,4396,3,U,Africa/Addis_Ababa,airport,OurAirports,ru
5684,Типпи аэропорт,Типпи,Эфиопия,TIE,HATP,7.2024,35.415,1100,3,U,Africa/Addis_Ababa,airport,OurAirports,ru
5685,Алула аэропорт,Алула,Сомали,ALU,HCMA,11.9582,50.748,6,3,U,Africa/Mogadishu,airport,OurAirports,ru
5686,Аэропорт Босасо,Босасо,Сомали,BSA,HCMF,11.275300025939941,49.14939880371094,3,3,U,Africa/Mogadishu,airport,OurAirports,ru
5687,Международный аэропорт Аден-Адде,Могадишо,Сомали,MGQ,HCMM,2.0144400596618652,45.3046989440918,29,3,U,Africa/Mogadishu,airport,OurAirports,ru
5688,Аэропорт Галькайо,Галькайо,Сомали,GLK,HCMR,6.78082990646,47.45470047,975,3,U,Africa/Mogadishu,airport,OurAirports,ru
5689,Аэропорт Бурао,Бурао,Сомали,BUO,HCMV,9.5275,45.5549,3400,3,U,Africa/Mogadishu,airport,OurAirports,ru
5690,Международный аэропорт Эль-Ариш,Эль-Ариш,Египет,AAC,HEAR,31.073299408,33.8358001709,121,2,U,Africa/Cairo,airport,OurAirports,ru
5691,Международный аэропорт Асьют,Асьют,Египет,ATZ,HEAT,27.0464992523,31.0119991302,772,2,U,Africa/Cairo,airport,OurAirports,ru
5692,Аэропорт Амбосели,Национальный парк Амбосели,Кения,ASV,HKAM,-2.645050048828125,37.25310134887695,3755,3,U,Africa/Nairobi,airport,OurAirports,ru
5693,Локичоггио аэропорт,Локичоггио,Кения,LKG,HKLK,4.20412015914917,34.348201751708984,2074,3,U,Africa/Nairobi,airport,OurAirports,ru
5694,Малинди аэропорт,Малинди,Кения,MYD,HKML,-3.2293100357055664,40.10169982910156,80,3,U,Africa/Nairobi,airport,OurAirports,ru
5695,Нанюки аэропорт,Нанюки,Кения,NYK,HKNY,-0.06239889934659004,37.04100799560547,6250,3,U,Africa/Nairobi,airport,OurAirports,ru
5696,Аэропорт Гардабья,Сирт,Ливия,SRX,HLGD,31.063499450699997,16.5949993134,267,2,N,Africa/Tripoli,airport,OurAirports,ru
5697,Аэропорт Гамаль Абдель Нассер,Тобрук,Ливия,TOB,HLGN,31.861,23.907,519,2,N,Africa/Tripoli,airport,OurAirports,ru
5698,Аэропорт Митига,Триполи,Ливия,MJI,HLLM,32.894100189208984,13.276000022888184,36,2,N,Africa/Tripoli,airport,OurAirports,ru
5699,Аэропорт Ла-Абрак,Аль-Байда,Ливия,LAQ,HLLQ,32.788700103759766,21.96430015563965,2157,2,N,Africa/Tripoli,airport,OurAirports,ru
5700,Аэропорт Атбара,Атбара,Судан,ATB,HSAT,17.710344314575195,34.0570182800293,1181,3,U,Africa/Khartoum,airport,OurAirports,ru
5701,Ньяла аэропорт,Ньяла,Судан,UYL,HSNN,12.053500175476074,24.956199645996094,2106,3,U,Africa/Khartoum,airport,OurAirports,ru
5702,Новый международный аэропорт Порт-Судана,Порт-Судан,Судан,PZU,HSPN,19.4335994720459,37.234100341796875,135,3,U,Africa/Khartoum,airport,OurAirports,ru
5703,Букоба аэропорт,Букоба,Танзания,BKZ,HTBU,-1.332,31.8212,3784,3,U,Africa/Dar_es_Salaam,airport,OurAirports,ru
5704,Кигома аэропорт,Кигома,Танзания,TKQ,HTKA,-4.8862,29.6709,2700,3,U,Africa/Dar_es_Salaam,airport,OurAirports,ru
5705,Линди аэропорт,Линди,Танзания,LDI,HTLI,-9.85111,39.757801,100,3,U,Africa/Dar_es_Salaam,airport,OurAirports,ru
5706,Аэропорт Мусома,Мусома,Танзания,MUZ,HTMU,-1.503,33.8021,3806,3,U,Africa/Dar_es_Salaam,airport,OurAirports,ru
5707,Аэропорт Шиньянга,Шиньянга,Танзания,SHY,HTSY,-3.6093,33.5035,3800,3,U,Africa/Dar_es_Salaam,airport,OurAirports,ru
5708,Табора аэропорт,Табора,Танзания,TBO,HTTB,-5.076389789581299,32.83330154418945,3868,3,U,Africa/Dar_es_Salaam,airport,OurAirports,ru
5709,Аэропорт Аруа,Аруа,Уганда,RUA,HUAR,3.049999952316284,30.91699981689453,3951,3,U,Africa/Kampala,airport,OurAirports,ru
5710,Аэропорт Гулу,Гулу,Уганда,ULU,HUGU,2.8055601119995117,32.27180099487305,3510,3,U,Africa/Kampala,airport,OurAirports,ru
5711,Аэропорт Диу,Диу,Индия,DIU,VA1P,20.71310043334961,70.92109680175781,31,5.5,N,Asia/Calcutta,airport,OurAirports,ru
5714,Региональный аэропорт Абердина,Абердин,Соединенные Штаты,ABR,KABR,45.449100494384766,-98.42179870605469,1302,-6,A,America/Chicago,airport,OurAirports,ru
5715,Региональный аэропорт Юго-Западной Джорджии,Олбани,Соединенные Штаты,ABY,KABY,31.535499572753906,-84.19450378417969,197,-5,A,America/New_York,airport,OurAirports,ru
5716,Афинский аэропорт Бен Эппс,Афины,Соединенные Штаты,AHN,KAHN,33.94860076904297,-83.32630157470703,808,-5,A,America/New_York,airport,OurAirports,ru
5717,Региональный аэропорт Аламогордо Уайт Сэндс,Аламогордо,Соединенные Штаты,ALM,KALM,32.8399009705,-105.990997314,4200,-7,A,America/Denver,airport,OurAirports,ru
5718,Региональный аэропорт Ватерлоо,Ватерлоо,Соединенные Штаты,ALO,KALO,42.557098388671875,-92.40029907226562,873,-6,A,America/Chicago,airport,OurAirports,ru
5719,Региональный аэропорт Уолла Уолла,Уолла Уолла,Соединенные Штаты,ALW,KALW,46.09489822,-118.288002,1194,-8,A,America/Los_Angeles,airport,OurAirports,ru
5720,Региональный аэропорт округа Алпена,Алпена,Соединенные Штаты,APN,KAPN,45.0780983,-83.56030273,690,-5,A,America/New_York,airport,OurAirports,ru
5721,Региональный аэропорт Уотертаун,Уотертаун,Соединенные Штаты,ATY,KATY,44.91400146,-97.15470123,1749,-6,A,America/Chicago,airport,OurAirports,ru
5722,Региональный аэропорт Брэдфорда,Брэдфорд,Соединенные Штаты,BFD,KBFD,41.8031005859375,-78.64009857177734,2143,-5,A,America/New_York,airport,OurAirports,ru
5723,Western Neb. Rgnl/Аэропорт Уильяма Б. Хейлига,Скоттсблафф,Соединенные Штаты,BFF,KBFF,41.87400055,-103.5960007,3967,-7,A,America/Denver,airport,OurAirports,ru
5724,Мемориальный аэропорт округа Роли,Бекли,Соединенные Штаты,BKW,KBKW,37.787300109899995,-81.1241989136,2504,-5,A,America/New_York,airport,OurAirports,ru
5725,Аэропорт Брансуик Голден Айлс,Брансуик,Соединенные Штаты,BQK,KBQK,31.258800506591797,-81.46649932861328,26,-5,A,America/New_York,airport,OurAirports,ru
5726,Региональный аэропорт Юго-Восточной Айовы,Берлингтон,Соединенные Штаты,BRL,KBRL,40.783199310302734,-91.12550354003906,698,-6,A,America/Chicago,airport,OurAirports,ru
5727,Джек Макнамара Филд: аэропорт,Кресент-Сити,Соединенные Штаты,CEC,KCEC,41.78020096,-124.2369995,61,-8,A,America/Los_Angeles,airport,OurAirports,ru
5728,Региональный аэропорт Кейп-Жирардо,Мыс Жирардо,Соединенные Штаты,CGI,KCGI,37.22529983520508,-89.57080078125,342,-6,A,America/Chicago,airport,OurAirports,ru
5729,Международный аэропорт округа Чиппева,Су-Сент-Мари,Соединенные Штаты,CIU,KCIU,46.25080108642578,-84.47239685058594,800,-5,A,America/New_York,airport,OurAirports,ru
5730,Северо-Центральный аэропорт Западной Вирджинии,Кларксбург,Соединенные Штаты,CKB,KCKB,39.2966003418,-80.2281036377,1217,-5,A,America/New_York,airport,OurAirports,ru
5731,Международный аэропорт Уильяма Р. Фэйрчайлда,Порт-Анджелес,Соединенные Штаты,CLM,KCLM,48.120201110839844,-123.5,291,-8,A,America/Los_Angeles,airport,OurAirports,ru
5732,Мемориальный аэропорт округа Хоутон,Хэнкок,Соединенные Штаты,CMX,KCMX,47.168399810791016,-88.48909759521484,1095,-5,A,America/New_York,airport,OurAirports,ru
5733,Региональный аэропорт Додж-Сити,Додж Сити,Соединенные Штаты,DDC,KDDC,37.76340103149414,-99.9655990600586,2594,-6,A,America/Chicago,airport,OurAirports,ru
5734,Региональный аэропорт Дюбуа,Дюбуа,Соединенные Штаты,DUJ,KDUJ,41.17829895,-78.8986969,1817,-5,A,America/New_York,airport,OurAirports,ru
5735,Региональный аэропорт Чиппева-Вэлли,О Клэр,Соединенные Штаты,EAU,KEAU,44.86579895019531,-91.48429870605469,913,-6,A,America/Chicago,airport,OurAirports,ru
5736,Региональный аэропорт Элко,Элко,Соединенные Штаты,EKO,KEKO,40.82490158081055,-115.79199981689453,5140,-8,A,America/Los_Angeles,airport,OurAirports,ru
5737,Региональный аэропорт Нью-Бедфорд,Нью-Бедфорд,Соединенные Штаты,EWB,KEWB,41.67610168457031,-70.95690155029297,80,-5,A,America/New_York,airport,OurAirports,ru
5738,Фейетвилл Региональный Граннис Филд,Фейетвилл,Соединенные Штаты,FAY,KFAY,34.9911994934082,-78.88030242919922,189,-5,A,America/New_York,airport,OurAirports,ru
5739,Международный аэропорт Глазго Вокал Филд,Глазго,Соединенные Штаты,GGW,KGGW,48.212502,-106.614998,2296,-7,A,America/Denver,airport,OurAirports,ru
5740,Региональный аэропорт Центральной Небраски,Гранд-Айленд,Соединенные Штаты,GRI,KGRI,40.967498779296875,-98.30960083007812,1847,-6,A,America/Chicago,airport,OurAirports,ru
